geneid,gene_symbol,uniprotid,gene_dsi,gene_dpi,gene_pli,protein_class,protein_class_name,diseaseid,disease_name,disease_class,disease_class_name,disease_type,disease_semantic_type,score,ei,el,year_initial,year_final,source
219771,CCNY,Q8ND76,0.711,0.269,0.80672,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2008.0,2008.0,ALL
2335,FN1,P02751,0.365,0.962,0.0014045,DTO_05007599,Signaling,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
2358,FPR2,P25090,0.547,0.769,0.40137,DTO_02300001,G-protein coupled receptor,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
339145,FAM92B,Q6ZTR7,0.839,0.038,4.7704e-10,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2007.0,ALL
345611,IRGM,A1A4Y4,0.617,0.538,,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2011.0,ALL
3458,IFNG,P01579,0.288,0.962,0.47156,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
3479,IGF1,P05019,0.318,0.885,0.2716,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
3559,IL2RA,P01589,0.389,0.885,0.054709,DTO_05007575,Receptor,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
3569,IL6,P05231,0.248,0.962,0.31536,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2000.0,2011.0,ALL
3593,IL12B,P29460,0.48,0.885,0.00011439,DTO_05007599,Signaling,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2008.0,2008.0,ALL
3952,LEP,P41159,0.349,0.846,0.46491,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
4088,SMAD3,P84022,0.415,0.923,0.79796,DTO_05007542,Transcription factor,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
4485,MST1,P26927,0.465,0.885,4.7831e-19,DTO_05007624,Enzyme,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2008.0,2008.0,ALL
4524,MTHFR,P42898,0.337,0.885,3.2068e-10,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2016.0,2016.0,ALL
54106,TLR9,Q9NR96,0.411,0.885,9.8117e-06,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2004.0,2007.0,ALL
5465,PPARA,Q07869,0.432,0.885,0.030182,DTO_00102000,Nuclear receptor,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
5468,PPARG,P37231,0.358,0.885,0.029194,DTO_00102000,Nuclear receptor,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
55054,ATG16L1,Q676U5,0.543,0.769,0.96452,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2008.0,ALL
5771,PTPN2,P17706,0.538,0.692,0.99953,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2007.0,ALL
60468,BACH2,Q9BYV9,0.539,0.731,0.99803,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
6347,CCL2,P13500,0.321,0.962,0.60786,DTO_05007599,Signaling,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
64167,ERAP2,Q6P179,0.615,0.577,1.0028e-28,DTO_05007624,Enzyme,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
6556,SLC11A1,P49279,0.525,0.846,1.5485e-19,DTO_05007405,Transporter,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2006.0,2006.0,ALL
6932,TCF7,P36402,0.556,0.654,0.0053732,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2014.0,2014.0,ALL
7099,TLR4,O00206,0.321,0.962,4.6131e-09,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2007.0,ALL
7297,TYK2,P29597,0.505,0.769,4.4963e-08,DTO_03300101,Kinase,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
7448,VTN,P04004,0.509,0.769,1.5014e-10,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
8929,PHOX2B,Q99453,0.565,0.731,0.93755,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2007.0,ALL
9370,ADIPOQ,Q15848,0.376,0.885,4.6434e-09,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
114548,NLRP3,Q96P20,0.361,0.962,0.00081103,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2009.0,2009.0,ALL
117289,TAGAP,Q8N103,0.7,0.462,0.84621,DTO_05007584,Enzyme modulator,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
149233,IL23R,Q5VWK5,0.466,0.769,0.00055961,DTO_05007599,Signaling,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2008.0,ALL
151306,GPBAR1,Q8TDU6,0.548,0.731,1.3633e-09,DTO_02300001,G-protein coupled receptor,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2013.0,2013.0,ALL
159296,NKX2-3,Q8TAU0,0.716,0.231,0.95047,DTO_05007542,Transcription factor,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2008.0,ALL
163486,DENND1B,Q6P3S1,0.716,0.308,0.20408,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
1788,DNMT3A,Q9Y6K1,0.445,0.846,7.3538e-39,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
219771,CCNY,Q8ND76,0.711,0.269,0.80672,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2008.0,2008.0,ALL
2335,FN1,P02751,0.365,0.962,0.0014045,DTO_05007599,Signaling,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
2358,FPR2,P25090,0.547,0.769,0.40137,DTO_02300001,G-protein coupled receptor,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
3123,HLA-DRB1,P01911,0.333,0.923,0.0010997,DTO_05007608,Immune response,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2015.0,2015.0,ALL
339145,FAM92B,Q6ZTR7,0.839,0.038,4.7704e-10,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2007.0,ALL
345611,IRGM,A1A4Y4,0.617,0.538,,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2011.0,ALL
3458,IFNG,P01579,0.288,0.962,0.47156,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
3479,IGF1,P05019,0.318,0.885,0.2716,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
3559,IL2RA,P01589,0.389,0.885,0.054709,DTO_05007575,Receptor,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
3569,IL6,P05231,0.248,0.962,0.31536,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2000.0,2011.0,ALL
3586,IL10,P22301,0.281,0.923,0.0058874,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
3593,IL12B,P29460,0.48,0.885,0.00011439,DTO_05007599,Signaling,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2008.0,2008.0,ALL
3952,LEP,P41159,0.349,0.846,0.46491,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
4088,SMAD3,P84022,0.415,0.923,0.79796,DTO_05007542,Transcription factor,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
4485,MST1,P26927,0.465,0.885,4.7831e-19,DTO_05007624,Enzyme,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2008.0,2008.0,ALL
4524,MTHFR,P42898,0.337,0.885,3.2068e-10,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2016.0,2016.0,ALL
4689,NCF4,Q15080,0.644,0.615,9.0248e-08,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2007.0,ALL
54106,TLR9,Q9NR96,0.411,0.885,9.8117e-06,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2004.0,2007.0,ALL
5465,PPARA,Q07869,0.432,0.885,0.030182,DTO_00102000,Nuclear receptor,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
5468,PPARG,P37231,0.358,0.885,0.029194,DTO_00102000,Nuclear receptor,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
5771,PTPN2,P17706,0.538,0.692,0.99953,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2007.0,ALL
60468,BACH2,Q9BYV9,0.539,0.731,0.99803,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
6347,CCL2,P13500,0.321,0.962,0.60786,DTO_05007599,Signaling,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
64167,ERAP2,Q6P179,0.615,0.577,1.0028e-28,DTO_05007624,Enzyme,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
6556,SLC11A1,P49279,0.525,0.846,1.5485e-19,DTO_05007405,Transporter,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2006.0,2006.0,ALL
6932,TCF7,P36402,0.556,0.654,0.0053732,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2014.0,2014.0,ALL
7099,TLR4,O00206,0.321,0.962,4.6131e-09,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2007.0,ALL
7297,TYK2,P29597,0.505,0.769,4.4963e-08,DTO_03300101,Kinase,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
7448,VTN,P04004,0.509,0.769,1.5014e-10,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2010.0,2010.0,ALL
8929,PHOX2B,Q99453,0.565,0.731,0.93755,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2007.0,2007.0,ALL
9370,ADIPOQ,Q15848,0.376,0.885,4.6434e-09,,,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
9971,NR1H4,Q96RI1,0.513,0.808,0.00093892,DTO_00102000,Nuclear receptor,C0267380,Crohn's disease of the ileum,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0,,2011.0,2011.0,ALL
4583,MUC2,Q02817,0.486,0.808,9.433e-10,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.28,1.0,,1998.0,2020.0,ALL
4312,MMP1,P03956,0.385,0.885,7.7197e-18,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.25,1.0,,2000.0,2011.0,ALL
355,FAS,P25445,0.372,0.923,0.8117,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.23,1.0,,1997.0,2018.0,ALL
5742,PTGS1,P23219,0.46,0.885,6.2425e-07,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.22,1.0,,1998.0,2017.0,ALL
80781,COL18A1,P39060,0.449,0.808,1.7414e-10,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.21,1.0,,2006.0,2019.0,ALL
5743,PTGS2,P35354,0.314,0.962,0.99597,DTO_05007624,Enzyme,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.21,1.0,,1998.0,2011.0,ALL
154,ADRB2,P07550,0.442,0.923,0.52545,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,1.0,,2012.0,2012.0,ALL
356,FASLG,P48023,0.43,0.885,0.18345,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,1.0,,2018.0,2018.0,ALL
3569,IL6,P05231,0.248,0.962,0.31536,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,1.0,,1992.0,2020.0,ALL
4790,NFKB1,P19838,0.396,0.923,1.0,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,0.889,,1998.0,2019.0,ALL
55054,ATG16L1,Q676U5,0.543,0.769,0.96452,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,1.0,,2001.0,2017.0,ALL
7099,TLR4,O00206,0.321,0.962,4.6131e-09,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,0.953,,2004.0,2020.0,ALL
26191,PTPN22,Q9Y2R2,0.438,0.846,3.4921e-21,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,0.8,,2005.0,2018.0,ALL
4790,NFKB1,P19838,0.396,0.923,1.0,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,1.0,,1998.0,2018.0,ALL
7132,TNFRSF1A,P19438,0.409,0.923,0.9949,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,1.0,,2002.0,2019.0,ALL
9966,TNFSF15,O95150,0.531,0.692,0.0028159,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,0.979,,2003.0,2019.0,ALL
10278,EFS,O43281,0.597,0.615,1.8222e-08,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,,,,,ALL
200576,PIKFYVE,Q9Y2I7,0.722,0.577,1.1074e-06,DTO_03300101,Kinase,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,,,,,ALL
7132,TNFRSF1A,P19438,0.409,0.923,0.9949,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,1.0,,2011.0,2012.0,ALL
7133,TNFRSF1B,P20333,0.425,0.885,0.50201,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,1.0,,2011.0,2011.0,ALL
8174,MADCAM1,Q13477,0.67,0.5,0.53462,,,C0156147,Crohn's disease of large bowel,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.2,1.0,,2001.0,2001.0,ALL
958,CD40,P25942,0.396,0.846,0.84603,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.19,0.9,,1998.0,2017.0,ALL
26191,PTPN22,Q9Y2R2,0.438,0.846,3.4921e-21,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.18,0.889,,2010.0,2018.0,ALL
246778,IL27,Q8NEV9,0.457,0.808,0.78232,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.17,1.0,,2009.0,2017.0,ALL
6775,STAT4,Q14765,0.471,0.769,0.7662,DTO_05007557,Nucleic acid binding,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.17,0.875,,2007.0,2015.0,ALL
958,CD40,P25942,0.396,0.846,0.84603,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.17,0.875,,1998.0,2017.0,ALL
144811,LACC1,Q8IV20,0.7,0.423,1.1655e-05,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.17,1.0,,2008.0,2018.0,ALL
246778,IL27,Q8NEV9,0.457,0.808,0.78232,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.17,1.0,,2005.0,2019.0,ALL
3106,HLA-B,P01889,0.379,0.885,3.8642e-05,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.17,1.0,,2001.0,2017.0,ALL
4843,NOS2,P35228,0.364,0.923,4.0277e-15,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.16,1.0,,1997.0,2016.0,ALL
22891,ZNF365,Q70YC4;Q70YC5,0.641,0.654,0.00046761,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.16,1.0,,2010.0,2016.0,ALL
6775,STAT4,Q14765,0.471,0.769,0.7662,DTO_05007557,Nucleic acid binding,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.16,0.857,,2008.0,2015.0,ALL
3559,IL2RA,P01589,0.389,0.885,0.054709,DTO_05007575,Receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.15,1.0,,2003.0,2017.0,ALL
4843,NOS2,P35228,0.364,0.923,4.0277e-15,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.15,1.0,,1997.0,2016.0,ALL
55270,NUDT15,Q9NV35,0.67,0.538,0.0016748,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.15,1.0,,2014.0,2018.0,ALL
7128,TNFAIP3,P21580,0.481,0.808,0.99972,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.15,1.0,,2010.0,2020.0,ALL
8771,TNFRSF6B,O95407,0.528,0.731,3.874e-06,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.15,1.0,,2009.0,2017.0,ALL
7132,TNFRSF1A,P19438,0.409,0.923,0.9949,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.14,1.0,,2008.0,2018.0,ALL
196,AHR,P35869,0.41,0.923,0.99999,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.14,1.0,,2016.0,2019.0,ALL
2309,FOXO3,O43524,0.431,0.808,0.98806,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.14,0.8,,2013.0,2017.0,ALL
64170,CARD9,Q9H257,0.566,0.654,8.1491e-13,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.14,1.0,,2008.0,2019.0,ALL
89849,ATG16L2,Q8NAA4,0.769,0.462,4.6874e-16,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.14,1.0,,2014.0,2019.0,ALL
196,AHR,P35869,0.41,0.923,0.99999,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2010.0,2018.0,ALL
2524,FUT2,Q10981,0.552,0.731,5.3218e-14,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2012.0,2019.0,ALL
29949,IL19,Q9UHD0,0.558,0.769,4.325e-05,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2011.0,2017.0,ALL
3122,HLA-DRA,P01903,0.581,0.769,0.51949,DTO_05007608,Immune response,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2012.0,2018.0,ALL
4088,SMAD3,P84022,0.415,0.923,0.79796,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2011.0,2019.0,ALL
6925,TCF4,P15884,0.464,0.846,0.99981,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2007.0,2013.0,ALL
7128,TNFAIP3,P21580,0.481,0.808,0.99972,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2010.0,2017.0,ALL
80736,SLC44A4,Q53GD3,0.678,0.615,1.0036e-14,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2015.0,2017.0,ALL
940,CD28,P10747,0.436,0.885,0.35779,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2013.0,2017.0,ALL
11262,SP140,Q13342,0.691,0.577,4.9994e-08,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,0.875,,2010.0,2018.0,ALL
1540,CYLD,Q9NQC7,0.498,0.846,0.99993,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2007.0,2019.0,ALL
283463,MUC19,Q7Z5P9,0.736,0.615,6.2216e-32,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2010.0,2018.0,ALL
29949,IL19,Q9UHD0,0.558,0.769,4.325e-05,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2012.0,2016.0,ALL
8863,PER3,P56645,0.559,0.731,1.3661e-17,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0,,2010.0,2016.0,ALL
